question,answer
"Perfecto, me quedo a la espera ","Hola, ayer recibimos el producto devuelto. Despu¨¦s de la verificaci¨®n, nuestro personal t¨¦cnico confirma que la pantalla del tel¨¦fono sufri¨® una implosi¨®n interna (ver informe y foto adjuntos). Obviamente fue causado por el hombre durante el uso. Un problema de calidad de pantalla normal no es as¨ª. El problema de visualizaci¨®n del tel¨¦fono se debe a una ca¨ªda o impacto. A veces, una ca¨ªda o un golpe en el tel¨¦fono no provocan grietas u otros da?os evidentes en la pantalla, pero pueden causar da?os en el interior del dispositivo, y estos fallos de funcionamiento pueden ocurrir a corto o largo plazo, simplemente porque el la misma estructura del tel¨¦fono se debilita. Lo que hizo que estuviera fuera de garant¨ªa. La l¨ªnea en una pantalla. Se deben a la destrucci¨®n por impacto de los p¨ªxeles del panel LCD. Dada esta situaci¨®n, este tel¨¦fono est¨¢ fuera de garant¨ªa y ya no podemos suministrarlo. Puede elegir entre las siguientes dos soluciones: 1. Le devolvemos el tel¨¦fono y usted va a su taller local para repararlo. 2. Te reembolsaremos pero descontaremos 90 euros por la pantalla da?ada. Atentamente"
"Entiendo. Entre esta tarde y esta noche os doy una respuesta, ya que tengo que consultarlo con el due?o del m¨®vil para ver qu¨¦ decide. Gracias!
Me ha dicho que le viene bien la opci¨®n 2, reembolso con el descuento de 90€","Ok, le ofreceremos el reembolso parcial hoy. ?Gracias!
Estimado cliente, Lo entendemos completamente. As¨ª que hemos reembolsado este pedido a trav¨¦s de Amazon. Recibir¨¢s el dinero en 72 horas h¨¢biles. Sentimos mucho las molestias. Siempre somos bienvenidos para su pr¨®xima compra.Salud"
"La pantalla del tel¨¦fono se est¨¢ despegando, necesito una soluci¨®n, Gracias ","Estimado cliente,Lamentamos escuchar eso. Env¨ªenos algunas fotos del tel¨¦fono para mostrar el problema (pantalla encendida y apagada y cubierta posterior). Y por favor confirme cuidadosamente si el tel¨¦fono ha experimentado alguna ca¨ªda/apret¨®n/entrada de agua o da?os similares. Saludos"
"El tlf lleva funda y protector de pantalla y no a sufrido ca¨ªdas, como se ve en las fotos la pantalla se est¨¢ despegando por la parte superior izq, ya me duran el procedimiento para solucionarlo, gracias. ","Estimado cliente, Lamentamos las molestias y podemos ofrecerle 2 soluciones: 1. Puede optar por devolvernos el producto para reemplazarlo. Le enviaremos una etiqueta de devoluci¨®n gratuita. Una vez que recibamos su tel¨¦fono, le enviaremos un reemplazo dentro de las 48 horas h¨¢biles. 2. Podemos hacer un gesto comercial de 50 euros. De esta manera, no hay necesidad de devolver el tel¨¦fono. Adem¨¢s, debemos informarle si su tel¨¦fono es reparado por un tercero, no podemos ofrecer ninguna garant¨ªa en el futuro. Espero su respuesta."
"Le ha entrado polvo a la c¨¢mara frontal del tel¨¦fono. No ha sufrido ning¨²n da?o ni ninguna ca¨ªda, pero se ha empezado a alojar en n la c¨¢mara frontal polvo, y esto est¨¢ afectando a las fotos. El m¨®vil est¨¢ nuevo, sin ning¨²n rasgu?o, con el 100% de salud de bater¨ªa. Quiero solicitar la reparaci¨®n o el reembolso del tel¨¦fono, que a¨²n est¨¢ en garant¨ªa. Muchas gracias 
Buenas tardes. Por motivos personales no puedo quedarme sin tel¨¦fono durante el tiempo que dure la reparaci¨®n. Por eso, querr¨ªa realizar una devoluci¨®n ¨ªntegra del tel¨¦fono. Me da la opci¨®n de devolver el producto, por lo que me gustar¨ªa devolverlo. Est¨¢ en estado impecable, sin ning¨²n rasgu?o, con el 100% de salud de bater¨ªa. Conserva la caja en la que fue enviado, por lo que lo devolver¨ªa tal cual lo recib¨ª. Querr¨ªa hacer la devoluci¨®n del producto, ?c¨®mo podr¨ªa hacerlo? 
Los datos est¨¢n correctos. La direcci¨®n y el tel¨¦fono son correctos ","Estimado cliente, Adjunto encontrar¨¢ la etiqueta de env¨ªo gratuito. Siga estas instrucciones cuidadosamente, y si no se siguen estas instrucciones, tendremos que devolverle el dispositivo. 1. Desactive el C¨®DIGO DE BLOQUEO si su dispositivo tiene uno o escr¨ªbalo en un papel y p¨®ngalo en la caja. 2. DESCONECTA tu cuenta de iCloud. Si una cuenta de iCloud est¨¢ conectada al tel¨¦fono devuelto, ralentizar¨¢ su proceso de soporte. 3. Guarda tus datos y retira la tarjeta SIM. 4. Luego puede empacar el producto. Utilice un embalaje lo suficientemente fuerte y todos los accesorios recibidos deben devolverse juntos. Embale el producto con cuidado para protegerse de una posible disputa. 5. Imprima la etiqueta de env¨ªo en el paquete. 6. Puede entregar el paquete en la siguiente direcci¨®n: CALLE EL PRADO, 245223 SESE?A Espa?a Si esta direcci¨®n no le conviene, puede consultar la p¨¢gina web del transportista para obtener una lista de puntos de entrega cercanos. Una vez que hayamos recibido el producto devuelto y cumpla con los requisitos, le reembolsaremos dentro de las 48 horas h¨¢biles. Pedimos disculpas nuevamente por las molestias ocasionadas y gracias por su comprensi¨®n. ?Esperando por una respuesta!"
?Cu¨¢ntos d¨ªas tengo para devolver el dispositivo desde que se envi¨® la etiqueta de devoluci¨®n? Muchas gracias ,"Estimado cliente,La etiqueta de devoluci¨®n es v¨¢lida dentro de 1 mes. Puede enviarnos el tel¨¦fono a su conveniencia e informarnos. Cancele su cuenta de iclouds antes de enviar su tel¨¦fono. ?Haremos un seguimiento despu¨¦s de la recepci¨®n! ?Deseo que tenga un buen d¨ªa!?"
"Buenos d¨ªas. Desde ayer no funciona, se termin¨® la bater¨ªa y desde que se encendi¨® de nuevo no se puede introducir la contrase?a ni es posible aparcarlo tampoco, por tanto no puedo acceder a nada. 
Me gustar¨ªa solicitar la devoluci¨®n ya que es un problema grave que no quiero que vuelva a pasar pero al no tener acceso no puedo ni clonar (en caso de comprar otro), ni eliminar mi identidad de Apple antes de enviarlo. ","Estimado cliente, Pedimos disculpas por cualquier inconveniente. No te preocupes, podemos ofrecerte un reembolso. 1. Env¨ªenos fotos del dispositivo para protegerlo de cualquier disputa, pantalla de fotos encendida y apagada y contraportada. Confirme cuidadosamente si el tel¨¦fono ha sufrido una ca¨ªda/presi¨®n/entrada de agua o da?os similares. 2. Confirme la informaci¨®n a continuaci¨®n para que podamos generar una etiqueta de devoluci¨®n gratuita para usted y guiarlo en la devoluci¨®n del producto defectuoso. Gracias y espero su respuesta. AtentamenteJos¨¦ TriguerosCalle Corcubi¨®n, 7. 1oA Coru?a, A Coru?a 15010Spain658190418
Y sabemos que su tel¨¦fono no se puede encender. As¨ª que tal vez no puedas desactivar tu cuenta de iCloud en tu tel¨¦fono. Siga las instrucciones para cerrar sesi¨®n en su cuenta de iCloud con una computadora port¨¢til o de escritorio. No necesita tener un tel¨¦fono, solo necesita usar una computadora o computadora port¨¢til. 1. Vaya a la p¨¢gina: https://www.icloud.com/https://sellercentral-europe.amazon.com/nms/redirect/f4015402-33c7-3bee-966f-a47d390f6823?nt=BBC_MESSAGE_CONFIRMATION_TO_MERCHANT&sk=2Z35CespLhfhfpwqEhY0u-AL6QOYeowJ2mtxPCOvIxOSVgTcPll5PKjQdCMc9QycE0YKKvcXdvnSYvtiU7-9vQ&n=1&u=aHR0cHM6Ly93d3cuaWNsb3VkLmNvbS8 e inicie sesi¨®n en la cuenta de iCloud a la que estaba conectado su dispositivo. 2. Si la autenticaci¨®n de dos factores est¨¢ habilitada, deber¨ªa recibir un c¨®digo de verificaci¨®n en sus dispositivos de confianza. De lo contrario, inserte la tarjeta SIM en un nuevo dispositivo y haga clic en ""?No recibi¨® un c¨®digo?"" luego ""Env¨ªame un SMS"". 3. Haga clic en ""Buscar"". Si no ve la aplicaci¨®n ""Buscar"", significa que no ha iniciado sesi¨®n en la cuenta de iCloud correcta; verifique que en realidad sea la ID de Apple utilizada para su dispositivo. 4. Haga clic en ""Todos mis dispositivos"" en la parte superior de la ventana. Si no ve ""Todos mis dispositivos"", significa que ya seleccion¨® un dispositivo. Haga clic en el nombre del dispositivo actual en el centro de la barra de herramientas para acceder a la lista de Dispositivos, luego seleccione otro dispositivo. 5. Seleccione el dispositivo Apple que desea desconectar, debe estar fuera de l¨ªnea (con un punto gris a la izquierda). Un dispositivo se considera fuera de l¨ªnea si est¨¢ apagado o desconectado de cualquier red de Internet. 6. Haga clic en ""Eliminar de la cuenta"". Si no ve el bot¨®n ""Eliminar de la cuenta"", aseg¨²rese de desconectar el dispositivo (apagarlo). 7. Apple le pide que confirme la eliminaci¨®n del dispositivo. Haga clic en ""Eliminar"". Finalmente, Apple te pide que ingreses la contrase?a para validar la eliminaci¨®n. Introduzca su contrase?a y haga clic en ""Eliminar"". De esta manera, cerrar¨¢ sesi¨®n con ¨¦xito en su cuenta de iCloud en el dispositivo. Muchas gracias por su apoyo."
Buenas tardes:Tengo el pedido preparado para realizar la devoluci¨®n. Me gustar¨ªa saber si la podemos programar de forma que un transportista recoja el paquete en mi casa.Gracias. Un saludo.,"Estimado cliente,Env¨ªenos las fotos del dispositivo para protegerlo de cualquier disputa, la pantalla de fotos encendida y apagada y la contraportada antes del env¨ªo. Busque la etiqueta de env¨ªo gratis adjunta.Siga estas instrucciones cuidadosamente y, si no las sigue, tendremos que devolverle el dispositivo.1. Desactive CODE LOCK si su dispositivo tiene uno o escr¨ªbalo en una hoja de papel y p¨®ngalo en la caja.2. DESVINCULA tu cuenta ICLOUD. Si hay una cuenta de iCloud iniciada en el tel¨¦fono devuelto, ralentizar¨¢ su proceso de soporte. Si no puede cerrar sesi¨®n en la cuenta de iCloud, h¨¢ganoslo saber.3. Guarda tus datos y retira la tarjeta SIM.4. Luego puede empacar el producto. Utilice un embalaje suficientemente FUERTE y todos los accesorios recibidos deben devolverse juntos. Empaque el producto con cuidado para protegerse de cualquier disputa.5. Imprima la etiqueta de env¨ªo en el paquete.6. Puede entregar el paquete en la siguiente direcci¨®n: CL ALCALDE LENS, 2415010 CORU?A SpainSi esta direcci¨®n no le conviene, puede consultar el sitio web del transportista para obtener una lista de puntos de entrega cercanos.Una vez que recibamos su producto devuelto y cumpla con los requisitos, le reembolsaremos dentro de las 48 horas h¨¢biles.Pedimos disculpas nuevamente por las molestias ocasionadas por nosotros y gracias por su comprensi¨®n.?Esperando una respuesta!
Estimado cliente,Puede solicitar una recogida. El documento de env¨ªo (etiqueta de env¨ªo) ya se le ha enviado. Entonces solo tienes que solicitar un retiro en ups.comhttps://sellercentral-europe.amazon.com/nms/redirect/565e9a5c-18a7-3665-95f3-3e67dd7ba9e2?nt=BBC_MESSAGE_CONFIRMATION_TO_MERCHANT&sk=TPciLJ5oZyQvUx-FQvrstre1LYhb5loDtJx-vf8weCOuuQQtOdgve5JR0hHW-4AkeKyCqZ4EEdNZ2wFshNtiwQ&n=1&u=aHR0cDovL3Vwcy5jb20 . Siga las instrucciones: 1. Prepare el paquete de acuerdo con las instrucciones de nuestro ¨²ltimo mensaje e imprima la etiqueta en su paquete. 2. Inicie sesi¨®n o cree una cuenta en fedex.comhttps://sellercentral-europe.amazon.com/nms/redirect/29611f5a-5ae5-375d-8bd3-b2bd3482d7ae?nt=BBC_MESSAGE_CONFIRMATION_TO_MERCHANT&sk=91cS5uEAG0wbuEegA0ohhOrV6qPvjEoKmO2R2zwXyl8pRT9fDIjBGSVP-R9foZEam0B1IvDvK5qEp4wAuGGvRQ&n=1&u=aHR0cDovL2ZlZGV4LmNvbQ , vaya a ""Soporte"", solicite un retiro y siga las instrucciones. Luego, todo lo que tiene que hacer es enviar su informaci¨®n (direcci¨®n, peso del paquete, etc.) para programar una recolecci¨®n. De esta manera el mensajero recoger¨¢ el paquete pronto. ?Gracias!??"
Gracias,"Estimado cliente,Hola, ayer recibimos el producto devuelto. Despu¨¦s de la verificaci¨®n, nuestro personal t¨¦cnico confirma que su tel¨¦fono se golpe¨® o se cay¨®, y que la pantalla se rompi¨® (ver foto adjunta). Estas marcas obviamente son causadas por golpes fuertes o ca¨ªdas en superficies duras, como mesas, tierra, etc. La pantalla en un c¨ªrculo rojo donde cay¨® un objeto pesado sobre el tel¨¦fono o el lugar fue aplastado y agrietado. A veces, una ca¨ªda o un golpe en el tel¨¦fono no provocan grietas u otros da?os evidentes en la pantalla, pero pueden causar da?os en el interior del dispositivo, y estos fallos de funcionamiento pueden ocurrir a corto o largo plazo, simplemente porque el la misma estructura del tel¨¦fono se debilita. Lo que provoc¨® que quedara fuera de garant¨ªa. Puede elegir entre las siguientes dos soluciones: 1. Le devolvemos el tel¨¦fono y usted va a su taller de reparaci¨®n local para que lo reparen. 2. Te reembolsaremos pero descontaremos 110 euros por la pantalla da?ada. Atentamente"
"?Pod¨¦is cambiar solo la bater¨ªa? La bater¨ªa si que es un da?o de fabrica
Yo solo reclamo el error de bater¨ªa no original, la pantalla no la arregl¨¦is, la arreglo por mi cuenta.
Si no pod¨¦is cambiarme la bater¨ªa devu¨¦lvemelo y lo llevare a un taller. ","Estimado cliente,Dado que su tel¨¦fono se ha ca¨ªdo y da?ado, est¨¢ fuera de garant¨ªa, le devolveremos el tel¨¦fono. Le ofreceremos el n¨²mero de seguimiento lo antes posible. Gracias por su comprensi¨®n."
"Buenas noches, me puede realizar la etiqueta de devoluci¨®n para el art¨ªculo solicitado? El ¨®ptico para hacer foto ven¨ªa rayado y se notan las calidad de las fotos y la bater¨ªa dura poqu¨ªsimo , por eso necesito que me haga la etiqueta devolucion con franqueo pagado. Gracias","Estimado cliente,Env¨ªenos las fotos del dispositivo para protegerlo de cualquier disputa, la pantalla de fotos encendida y apagada y la contraportada antes del env¨ªo. Busque la etiqueta de env¨ªo gratis adjunta.Siga estas instrucciones cuidadosamente y, si no las sigue, tendremos que devolverle el dispositivo.1. Desactive CODE LOCK si su dispositivo tiene uno o escr¨ªbalo en una hoja de papel y p¨®ngalo en la caja.2. DESVINCULA tu cuenta ICLOUD. Si hay una cuenta de iCloud iniciada en el tel¨¦fono devuelto, ralentizar¨¢ su proceso de soporte. Si no puede cerrar sesi¨®n en la cuenta de iCloud, h¨¢ganoslo saber.3. Guarda tus datos y retira la tarjeta SIM.4. Luego puede empacar el producto. Utilice un embalaje suficientemente FUERTE y todos los accesorios recibidos deben devolverse juntos. Empaque el producto con cuidado para protegerse de cualquier disputa.5. Imprima la etiqueta de env¨ªo en el paquete.6. Puede entregar el paquete en la siguiente direcci¨®n: CALLE RIOJA 1050017 ZARAGOZA Spain.Si esta direcci¨®n no le conviene, puede consultar el sitio web del transportista para obtener una lista de puntos de entrega cercanos.Una vez que recibamos su producto devuelto y cumpla con los requisitos, le enviaremos el reemplazo dentro de las 48 horas h¨¢biles.Pedimos disculpas nuevamente por las molestias ocasionadas por nosotros y gracias por su comprensi¨®n.?Esperando una respuesta!"
Vale lo har¨¦ tal como me hab¨¦is indicado. Adjunto fotos del dispositivo ,"Estimado cliente, gracias por sus fotos y av¨ªsenos cuando devuelva el tel¨¦fono. Que tengas un buen d¨ªa ?
Estimado cliente,?Espero que est¨¦s bien hoy! De acuerdo con la log¨ªstica, el paquete ha sido entregado. Consultaremos con nuestro almac¨¦n y le ofreceremos una soluci¨®n dentro de las 48 horas h¨¢biles. ?Te ver¨¦ muy pronto!
Estimado cliente,Hemos recibido su tel¨¦fono y nos gustar¨ªa enviarle uno nuevo. Para evitar cualquier error, confirme la siguiente informaci¨®n. Gracias y en espera de su respuesta ?Rosana Diez AnguloJuan Carlos I, 7, 1 DZaragoza, Zaragoza 50009Spain606921183"
"Vale, ma?ana dejar¨¦ el m¨®vil empaquetado y con la etiqueta en la direcci¨®n que me hab¨¦is enviado. Gracias 
Una cosa todos los accesorios son cargador, la aguja de la tarjeta¡­
Buenas tardes, quer¨ªa saber c¨®mo va la reparaci¨®n del tel¨¦fono m¨®vil y tambi¨¦n aproximadamente lo que tardar¨¦ en recibir el tel¨¦fono.","Estimado cliente, El tel¨¦fono se repar¨® con ¨¦xito y se le devolvi¨®. El n¨²mero de seguimiento es CB751780582FR (Transportista: Colissimo). Ser¨¢ enviado dentro de las 24 horas h¨¢biles. Gracias y que tengas un buen d¨ªa ?"
"Hola buenos d¨ªas, ya le he quitado el iCloud y el bloqueo de pantalla, ahora mismo se puede abrir el m¨®vil sin problema, habi¨¦ndolo dejado as¨ª no es necesario formatear verdad? Si lo fuera lo har¨ªa pero si puedo evitarlo mejor gracias. Esta tarde ir¨¦ a imprimir la etiqueta y lo enviar¨¦ ya si me da tiempo y si no ma?ana como mucho lo habr¨¦ enviado, buen d¨ªa :)
As¨ª est¨¢ ahora mismo 
Hola de nuevo, pues ya est¨¢ entregado, espero que lo recib¨¢is pronto gracias buenas tardes :D
Genial ;). Solo mand¨¦ el m¨®vil, el cargador lo tengo aqu¨ª, no era necesario mandarlo no? Pens¨¦ que como el fallo es solo del m¨®vil lo dem¨¢s no hac¨ªa falta enviarlo y as¨ª cuando lo tenga de vuelta ya lo tengo todo aqu¨ª, gracias y buen d¨ªa ?
Hola buenos d¨ªas, entonces cuando os llegue el m¨®vil me avisareis me dijiste verdad? Gracias :)","Estimado cliente, El tel¨¦fono ha sido reparado con ¨¦xito y se le ha devuelto. El n¨²mero de seguimiento es CB748712211FR (Transportista: Colissimo). Ser¨¢ enviado dentro de las 24 horas h¨¢biles. Gracias y buen d¨ªa ?"
"Hola, perfecto muchas gracias ;), me lo entregar¨¢n en casa o en el punto ups? Para estar atento, gracias :D","Estimado cliente, ser¨¢ entregado en su casa y puede rastrearlo de acuerdo con el TL a continuaci¨®n. Gracias y que tengas un buen d¨ªa ??https://www.aftership.com/track/CB748712211FRhttps://sellercentral-europe.amazon.com/nms/redirect/a6895d2d-ee49-3f5e-9ff9-227b745d73c3?nt=BBC_MESSAGE_CONFIRMATION_TO_MERCHANT&sk=EqHE431Brgnnm630E9Yg1xmkRrt30lNF9oLY06kY-98DwuWRRA-K9vgXWrSCrWYMI54j93FkXDP_fnmBsdSJjw&n=1&u=aHR0cHM6Ly93d3cuYWZ0ZXJzaGlwLmNvbS90cmFjay9DQjc0ODcxMjIxMUZS"
"Me lo acaban de entregar, muchas gracias por el servicio, muy contento y muy amable, 0 problemas ?? ","Estimado cliente, Nos complace saber que lo ha recibido. No dude en ponerse en contacto con nosotros si es necesario. Gracias y que tengas un buen d¨ªa ?"
"Estimado Seller de Amazon:Este es el equipo del Servicio de atenci¨®n al cliente de Amazon. Un cliente se puso en contacto con nosotros para hacernos algunas preguntas sobre una compra que te hizo. Esta es la descripci¨®n del problema:Producto: B07986PJ6NN¨²mero de pedido: 403-1633647-0377921Devoluci¨®n solicitada: s¨ªMotivo de contacto: El producto tiene buen aspecto, pero no funcionaResponde a esta solicitud en un plazo de 48?horas.Gracias,Servicio de atenci¨®n al cliente de Amazon
Hola,Nos ha contactado un cliente com¨²n respecto al pedido, a continuaci¨®n puedes encontrar la informaci¨®n proporcionada por el cliente:--------------------N¨²mero de pedido: # 403-1633647-0377921ASIN: Motivo del contacto: Devoluciones y reembolsosDetalles: Cliente contacta porque desea realizar la devolucion, pero desea una etiqueta de devolucion gratutita pero en su poblacion ya que la que enviaron queda en una poblacion totalmente distinta y bastante lejana de su residencia., por favor ayudar al cliente, gracias. --------------------Para responder al cliente,  por favor responde a este email o bien visita tu cuenta de vendedor en el siguiente enlace:[enlace eliminado]Esperamos que este email te sea de ayuda.Atentamente,Servicio de Atenci¨®n al ClienteAmazon.eshttp://www.amazon.es/
Adjuntos fotos como as¨ª me indic¨¢is, decir que la direcci¨®n que me hab¨¦is mandado para hacer la devoluci¨®n no es correcta, ya que la que ustedes me han facilitado junto con la etiqueta de devoluci¨®n es de una poblaci¨®n a 15km de la m¨ªa y Mi c¨®digo postal es el 16600 San Clemente, por lo tanto exijo una etiqueta de devoluci¨®n gratuita nueva para mandar desde un punto pack de aqu¨ª, o bien si es posible hacer la devoluci¨®n por Correos ser¨ªa ideal ya que me viene mejor. Gracias y espero su pronta respuesta. 
Esto no es normal, que un tel¨¦fono est¨¦ constantemente dando errores de bater¨ªa y descarg¨¢ndose. 
Buenos d¨ªas, les vuelvo a repetir que me hagan una etiqueta de devoluci¨®n de un punto de entrega de mi localidad ya que no existe UPS y debo de desplazarme a otras localidades algunas a m¨¢s de 20 km, si no me dan una soluci¨®n pronta recurrir¨¦ a Amazon para que tome las medidas oportunas. 
Hola,Nos ha contactado un cliente com¨²n respecto al pedido, a continuaci¨®n puedes encontrar la informaci¨®n proporcionada por el cliente:--------------------N¨²mero de pedido: # 403-1633647-0377921ASIN: Motivo del contacto: Devoluciones y reembolsosDetalles: el cliente se comunica con nosotros indicando que ustedes como empresa ECOMMUNITY no le quieren enviar una etiqueta con el franqueo pagado ya que el cliente se ha contactado con nosotros en varias ocaciones y no hemos visualizado ninguna respuesta de parte de ustedes. Notros vamos a estar investigando sobre este casi y vamos a proceder con nuestro departamento juridico ya que el cliente no ha recibido ninguna respuesta . Investiga el problema y contacta con el cliente.--------------------Para responder al cliente,  por favor responde a este email o bien visita tu cuenta de vendedor en el siguiente enlace:[enlace eliminado]Esperamos que este email te sea de ayuda.Atentamente,Servicio de Atenci¨®n al ClienteAmazon.eshttp://www.amazon.es/","Estimado cliente, ya le ofrecemos 2 opciones. Le hemos enviado una etiqueta de devoluci¨®n gratuita, util¨ªcela para devolvernos el tel¨¦fono. Si le resulta inconveniente utilizar la etiqueta, le reembolsaremos un m¨¢ximo de 17 euros por gastos de env¨ªo. ?Podr¨ªa devolver el producto a nuestra direcci¨®n a continuaci¨®n utilizando su propio servicio de mensajer¨ªa? Gracias y espero su respuesta.UNI TECHNOLOGIE -AMZLI CHENFANG4 rue des potiers31000 TOULOUSEFrance33 975605388"
"Buenas tardes, me ofrecen dos opciones de devoluci¨®n no v¨¢lidas, la primera es devolverlo en un punto DHL que no est¨¢ en mi localidad y me tengo que desplazar con los gastos que ello conlleva, y la Segunda por supuesto no pienso cerrar con los gastos de env¨ªo del producto puesto que ustedes no me devolver¨¢n el dinero del env¨ªo completo sino parte como me han indicado. Lo siento, es tan f¨¢cil como que me gener¨¦is una etiqueta de devoluci¨®n nueva para correos y la de el producto desde mi localidad.","Estimado cliente,Tenga en cuenta que la etiqueta de devoluci¨®n que emitimos es UPS, no DHL. Si a¨²n no puede devolver el tel¨¦fono, hay otra soluci¨®n: podemos hacer un gesto comercial de 40 euros. De esta manera, no hay necesidad de devolver el tel¨¦fono. Adem¨¢s, debemos informarle despu¨¦s de que esto y su tel¨¦fono sea reparado por un tercero, no podemos ofrecer ninguna garant¨ªa para su tel¨¦fono en el futuro. Espero su respuesta."
"No quiero ning¨²n gesto comercial de 40 euros , quiero una etiqueta de devoluci¨®n gratis que no sea de UPS y que no existe en mi localidad y como les he dicho ya existen otras formas como correos para devolver el art¨ªculo, por favor m¨¢ndenme una etiqueta de devoluci¨®n a trav¨¦s de correos pues quiero nadar el tel¨¦fono y que me devuelvan mi dinero de una vez. Como veo que ustedes no me ofrecen esta soluci¨®n tomar¨¦ medidas legales.","Estimado cliente, Pedimos disculpas por cualquier inconveniente. Hicimos todo lo posible para resolver su problema. La empresa de transporte con la que trabajamos es UPS, por lo que solo podemos generar tu etiqueta de devoluci¨®n. Por favor, no te preocupes, puedes ir a la oficina de correos y preguntar, los gastos de env¨ªo a nuestra direcci¨®n m¨¢s abajo no superar¨¢n los 17 euros. Y te reembolsaremos. Gracias por su apoyo y comprensi¨®n ?UNI TECHNOLOGIE -AMZ LI CHENFANG 4 rue des potiers 31000 TOULOUSE France 33 975605388"
Por favor m¨¢ndenme una etiqueta de devoluci¨®n de UPS gratis para que pueda enviar el producto a la mayor brevedad posible. Gracias.,"Estimado cliente: Utilice la etiqueta de devoluci¨®n gratuita adjunta para devolvernos su tel¨¦fono. Puedes enviarlo a cualquier punto de entrega de UPS. Por favor enviar a CALLE TELESFORO DIAZ 1 16670 EL PROVENCIO Espa?a. Si esta direcci¨®n no le conviene, puede consultar el sitio web del transportista (UPS) para obtener una lista de puntos de entrega cercanos. Gracias ~ https://www.ups.com/dropoff?loc=en_UShttps://sellercentral-europe.amazon.com/nms/redirect/360fe456-ffa4-3df5-976b-8acdae56b70e?nt=BBC_MESSAGE_CONFIRMATION_TO_MERCHANT&sk=W8CA6luSmL8lZQ2g8UCMLBNwN9gBnrTnvmkUAqNXTOB0O-8VNL-r5SG_B1GBneKL13PUK48B25x1QsWsmiEcpA&n=1&u=aHR0cHM6Ly93d3cudXBzLmNvbS9kcm9wb2ZmP2xvYz1lbl9VUw"
"Buenas tardes, os he enviado el paquete como me indic¨¢is atreves del punto de entrega UPS CALLE TELESFORO DIAZ 1 16670 EL PROVENCIO Espa?a.  Por favor, me gustar¨ªa que me mantuvieran informado cuando lo reciban. Gracias.","Estimado cliente, ?Gracias por su informaci¨®n! Realizaremos un seguimiento del paquete y le informaremos tan pronto como lo recibamos. Nos vemos pronto ! Cordialmente"
"Hola,Nos ha contactado un cliente com¨²n respecto al pedido, a continuaci¨®n puedes encontrar la informaci¨®n proporcionada por el cliente:--------------------N¨²mero de pedido: # 403-1633647-0377921ASIN: Motivo del contacto: Devoluciones y reembolsosDetalles: Se ha devuelto con el numero de seguimiento 1Z59EW399132499898.Estimated deliveryWednesday, June 14 between 9:45 A.M. - 1:45 P.M. Investiga el problema y contacta con el cliente.--------------------Para responder al cliente,  por favor responde a este email o bien visita tu cuenta de vendedor en el siguiente enlace:[enlace eliminado]Esperamos que este email te sea de ayuda.Atentamente,Servicio de Atenci¨®n al ClienteAmazon.eshttp://www.amazon.es/","Estimado cliente,La log¨ªstica muestra que el paquete est¨¢ en tr¨¢nsito. Nos ocuparemos de ello tan pronto como lo recibamos. ?Gracias por tu apoyo!?
Estimado cliente, Lo entendemos completamente. As¨ª que hemos reembolsado este pedido a trav¨¦s de Amazon. Recibir¨¢s el dinero en 72 horas h¨¢biles. Sentimos mucho las molestias. Siempre somos bienvenidos para su pr¨®xima compra.Salud"
Hola muy buenas ¨²ltimamente escucho muy mal las conversaciones y si intento poner el altavoz para escuchar mejor a trav¨¦s del tel¨¦fono mi interlocutor dice que no me escucha en condiciones. Es por esto por lo que solicito la reposici¨®n del tel¨¦fono para proceder luego a la devoluci¨®n del que tengo. Muchas gracias. Espero su respuesta,"Cher client,Nous nous excusons pour tout inconv¨¦nient. Ne vous inqui¨¦tez pas, nous pouvons vous proposer une solution satisfaisante. Merci de nous faire parvenir les informations suivantes : 1. Des photos de lappareil pour le prot¨¦ger de tout litige, des photos de l¨¦cran allum¨¦ et ¨¦teint, et de la coque arri¨¨re. Veuillez confirmer soigneusement si le t¨¦l¨¦phone a subi une chute/une pression/une p¨¦n¨¦tration deau ou des dommages similaires. 2. Veuillez confirmer si ladresse suivante est correcte.Afin que nous puissions vous fournir une ¨¦tiquette de retour gratuite. Au plaisir de vous entendre bient?t?!agustin gonzalez perezcalle almogia,16 2 izq 28018 madr id28018 madrid654975700"
