question,answer
谢谢你的一切，希望在本周结束之前解决这个问题。对给你添麻烦感到抱歉。,尊敬的客户，您好，您已经归还了手机吗？我们已经核实了物流情况，目前没有相关信息（请参见下方TL）。请您在归还时告知我们。谢谢，并祝您有愉快的一天。??https://www.aftership.com/en/track/1Z59EW399111880853https://sellercentral-europe.amazon.com/nms/redirect/5d606e09-a96b-3fcd-a651-07d836e04ad3?nt=BBC_MESSAGE_CONFIRMATION_TO_MERCHANT&sk=SSSZ4ZPbM1M31hnMoE0k-sQWovJRPHsbPGhsqHx2AEl8AJzT0SaJdn4mETBqFQoCXWwx4Kr4fPQyFSu_XjYIoQ&n=1&u=aHR0cHM6Ly93d3cuYWZ0ZXJzaGlwLmNvbS9lbi90cmFjay8xWjU5RVczOTkxMTE4ODA4NTM
手机我收到的手机发热到了快要爆炸的地步，我用了3天它就非常发热，屏幕会锁定并告诉我在它冷却之前不能使用，而且几乎无法充电。,"尊敬的客户，对于任何不便我们深感抱歉。请放心，我们可以为您提供一份全新的替换品。

1. 请向我们发送设备的照片，以保护您免受任何争议，包括开启和关闭状态的屏幕照片以及背面照片。请仔细确认手机是否遭受过摔落/挤压/进水或类似损坏。

2. 请确认以下信息，以便我们为您生成一张免费退货标签，并指导您如何退回有问题的产品。

谢谢，并期待您的回复。

顺祝商祺，

Alaitz Morcillo Enriquez
Herriondo Bailara, 6
Lezo, Gipuzkoa
20100
西班牙
651472917"
你好，手机发热并且无法正常使用，手机外观和相机都处于完好状态，我可以发送手机外观照片。这些是我可以提供的图片，由于手机的状态。,"尊敬的客户，感谢您提供的照片。请确认以下信息，以便我们可以为您生成一张免费的退货标签，并指导您如何退回您的有缺陷的产品。谢谢，并期待您的回复。

致以诚挚的问候，
Alaitz Morcillo Enriquez
Herriondo Bailara, 6
Lezo, Gipuzkoa
20100西班牙
电话：651472917"
"确认了
现在会发生什么？",尊敬的客户，附件中是免费邮寄标签。请仔细遵循以下指示，如果不遵循这些指示，我们将不得不退还设备。1. 如果您的设备有锁屏码，请将其关闭或将其写在纸上并放入包裹中。2. 登出您的iCloud账户。如果有一个iCloud账户与退还的手机连接在一起，将会延缓您的支持流程。3. 备份您的数据并取出SIM卡。4. 然后您可以打包产品。请使用足够坚固的包装，并将所有收到的配件一起退还。请小心包装以防止可能发生的争议。5. 在包裹上打印邮寄标签。6. 您可以将包裹交付至以下地址：FANDERIA PASEALEKUA IBILBIDEA 1720100 ERRENTERIA 西班牙 如果这个地址不方便，请查看运输公司网站以获取附近投递点列表。一旦我们收到退还产品并满足要求，我们将在48个工作小时内发送更换产品给您。再次为给您带来的不便表示歉意，并感谢您的理解。期待您的回复！
"手机有问题，电池和系统显示不是原装的，会自动关机和重启。我们该怎么办？？？
手机最开始几天是正常工作的，但突然开始自动关机和重启。我们试着充电，但无法充电。还收到一条消息说电池不是原装的，不正常。我会发送照片。我们应该如何退货以便他们给我们寄另一个？我们需要它来工作。
订单将发送给Alberto Muñoz Sanchez Urb Mar de Plata Local Costa Gades 11393 Zahara de los Atunes Cadiz 电话600843698。他们会给我寄一个相同的吗？非常感谢。","尊敬的客户，感谢您提供的信息。我们希望向您发送一张免费的退货标签，但是我们无法在我们的系统中使用这个地址生成退货标签。我们将最多退还17欧元作为运费。您能否使用自己的快递服务将产品退回到以下地址？谢谢并期待您的回复。

UNI TECHNOLOGIE -AMZLI CHENFANG
4 rue des potiers
31000 TOULOUSE
France
33 975605388"
亲爱的亚马逊卖家：我是亚马逊客户服务团队的成员。一位客户联系我们，向我们提出了一些关于他购买的商品的问题。以下是问题的描述：商品：B08PCF4MBB订单号：171-5423518-4434729退货请求：否联系原因：客户告诉我们他从你们那里收到的手机有缺陷，不是原装电池，自动关机和开机，并且自动关机，客户不想要退款，而是希望退货并换成一个正常工作的商品，请尽快解决客户的问题。请在48小时内回复此请求。谢谢！亚马逊客户服务团队,尊敬的客户，您无需支付任何运费，系统现在正常。附上免费运送标签，请仔细遵循以下指示，如果不遵循这些指示，我们将不得不退还设备。1. 如果您的设备有锁屏密码，请将其关闭或将其写在纸上并放入盒子中。2. 登出您的iCloud账户。如果有一个iCloud账户与退还的手机连接在一起，会减慢支持过程。3. 备份您的数据并取出SIM卡。4. 然后可以将产品打包。请使用足够坚固的包装，并将所有收到的配件一起归还。请小心包装以防止可能发生的争议。5. 在包裹上打印运送标签。6. 您可以将包裹交付至以下地址：CALLE CALVO SOTELO 811160 BARBATE 西班牙 如果这个地址不方便您，可以查看运输公司网站以获取附近投递点列表。一旦我们收到退还的产品并符合要求，我们将在48个工作小时内发送更换产品给您。再次为给您带来的不便表示歉意，并感谢您的理解。期待您的回复！
你好，已经发送了！我期待着新手机。我什么时候会知道它已经被发送给我了？我因工作急需它。希望它是相同的颜色和容量。,亲爱的客户，谢谢您的信息！我们将跟踪包裹并及时通知您收到情况。一旦我们收到退回的产品并符合要求，我们将在48个工作小时内发送更换产品给您。很快再见，祝您有美好的一天！
他们收到手机了吗？？？？我需要一部新手机，非常紧急！！！,"尊敬的客户，我们还没有收到您的电话并正在核实物流情况，可能会在6月9日到达（请参阅下面的跟踪链接）。请不要担心，一旦我们收到，我们会与您联系。一旦我们收到退回的产品并符合要求，我们将在48个工作小时内发送替换产品。感谢您的耐心等待，祝您有愉快的一天。

跟踪链接：https://www.aftership.com/track/1Z59EW399118320918
亚马逊卖家中心链接：https://sellercentral-europe.amazon.com/nms/redirect/e81e2bf0-e3f5-307f-a1a8-6a09d79b9a67?nt=BBC_MESSAGE_CONFIRMATION_TO_MERCHANT&sk=snmTMHkwUptGWu2G2V6P7KsmVhee1lTeCRfc7L3j7cceEcsjDhuWn65gKZwNuNatIoYHJHzohnWWv_Bdq93w6A&n=1&u=aHR0cHM6Ly93d3cuYWZ0ZXJzaGlwLmNvbS90cmFjay8xWjU5RVczOTkxMTgzMjA5MTg"
我觉得收到一部带有非原装电池的手机，并且我已经付款但既没有收到手机也没有退款，这并不正常。,尊敬的客户，我们为任何不便向您道歉。为了让您满意，我们将首先给您发送一部新手机。但很遗憾地告诉您，绿色已经售罄了。但我们有黑色、红色、紫色和蓝色可供选择。请告诉我们您想要的颜色。谢谢，并期待您的回复！
请用紫色完美的。,尊敬的客户：我们已经为您更换了一部新手机（颜色：紫色）。追踪号码是CUB214158291（承运人：Cubyn Express）。将在24个工作小时内发货。非常感谢您的合作，祝您有愉快的一天！
手机的内部电池无法工作。我们收到手机还不到6个月，但它无法工作，所以我想知道更换一个能够工作的电池的过程。我们理解这是手机制造的故障，应该用一个能够工作的电池来替换。期待您解决这个问题的指示。谢谢。,尊敬的客户，对于任何不便我们深感抱歉。我们可以为您提供维修服务。一旦我们收到手机，我们将在2至3天内修好并归还给您。请不要担心。为了更好、更快地解决您的问题，您能提供手机电池容量的截图吗？电池能否充电？确认了手机问题后，我们将给出一个满意的解决方案。期待尽快收到您的回复！
"El problema con el teléfono móvil parece ser que la batería que tiene no es original de iPhone, ya que muestra ""pieza desconocida"", y esto está afectando al funcionamiento del teléfono. Al principio, el teléfono se apagaba solo cada cierto tiempo y luego se volvía a encender, pero ahora, apenas lo enciendo, se apaga al minuto y no puedo cargarlo ni hacer nada. Llevo 3 días sin batería y se apaga constantemente y luego se enciende y se vuelve a apagar, así todo el tiempo.",尊敬的客户，对于任何不便我们深感抱歉。请放心，我们可以为您提供维修服务。1. 请发送设备的照片，以保护其免受任何争议，包括开启和关闭的屏幕照片以及背面照片。请仔细确认手机是否遭受过摔落/挤压/进水或类似损坏。2. 请确认以下信息，以便我们为您生成免费退货标签，并指导您如何退回有问题的产品。谢谢，并期待您的回复。此致JOSE MANUEL FRECHILLA HERREROCL GAVILLA N 5 2 BVALLADOLID 47014西班牙983340960
"早上好，手机没有遭受任何摔落或撞击。从一开始到电池开始出现故障之前，它一直运行得很完美。我有屏幕保护和手机壳，所以它在物理上处于完好状态。我附上了您要求的手机开机和关机的照片。我不想退货，而是希望您修理或更换一个正常工作的电池。我不能没有手机，并且希望尽快修理好它。请告诉我如何修理或更换电池，或者完全更换但是要一个完美工作的相同型号。最后，当我购买时，我要求将其发送到我们在瓦拉多利德的家庭地址Gavilla街5号2b，因为这部手机是圣诞礼物，并且那时我们在那里，但我的正确地址是：ALMUDENA FRECHILLA HERREROURB LORCRIMAR, FASE IV, BLOQUE 5, 1.D29660 MARBELLA -MALAGA 您可以验证这是我的地址，因为它出现在我的亚马逊个人资料和发票数据中。希望尽快收到您的回复以便尽快修理手机。谢谢再次发送照片，因为似乎它们太重了，我不确定您是否收到了。问候。",尊敬的客户，感谢您提供的照片。如果您不想退还手机，我们可以返还给您45欧元。这样一来，就不需要退还手机了。此外，我们需要告知您，如果您的手机由第三方进行维修，我们将无法提供任何未来的保修服务。期待您的回复。
早上好！您说的45欧元是什么意思？我想要的是修理我在不到6个月前购买的手机，而且它还在保修期内。这是我唯一想要的，我期待您的指示来进行修理。我没有任何意图在其他公司修理，因为我是从您这里购买的，并且还在保修期内。由于手机没有受到任何撞击或损坏，我认为电池故障是制造缺陷，因此您应该修理或更换一个新的电池。期待您明确和具体的回复，告诉我们应该如何进行。谢谢！,尊敬的客户，不用担心，我们可以修理您的手机。请确认以下信息，并向我们提供您的电话号码。谢谢~ALMUDENA FRECHILLA HERREROURB LORCRIMAR，FASE IV，BLOQUE 5，1.D29660 MARBELLA -MALAGA西班牙
地址是正确的。我的电话号码是34 675268150。谢谢。,尊敬的客户，附件中是免费邮寄标签。请仔细遵循以下指示，如果不遵循这些指示，我们将不得不退还设备。1. 如果您的设备有锁屏密码，请将其关闭或将密码写在纸上并放入包裹中。2. 登出您的iCloud账户。如果有一个iCloud账户与退还的手机连接在一起，将会延缓您的支持流程。3. 备份您的数据并取出SIM卡。4. 然后可以打包产品。请使用足够坚固的包装，并将所有收到的配件一起退还。请小心包装以防止可能发生的争议。5. 在包裹上打印邮寄标签。6. 您可以将包裹交付至以下地址：CALLE JORGE MANRIQUE 20A LOCAL 29660 MARBELLA 西班牙 如果这个地址不方便您，可以查看承运人网站以获取附近投递点列表。一旦我们收到退还的产品并满足要求，我们将在48个工作小时内修复并发送给您。再次为给您带来的不便表示歉意，并感谢您的理解。期待您的回复！
下午好，我的iPhone出现了问题。在输入时，会出现一个双线。有时候它会自动关机和重启。它会自动进入和退出应用程序，并且在调整手机亮度时，特别是在观看视频时，屏幕会变黑，不久后又恢复正常。我想知道是否可以用另一个相同的手机进行替换。非常感谢。,尊敬的客户，我们很遗憾听到这个问题。请发送一些手机的照片以展示问题（开启和关闭屏幕以及背面）。并请仔细确认手机是否经历过摔落/挤压/进水或类似的损坏。我们建议您尝试强制重置设备。这个操作可能会使您的设备完全恢复正常工作。如果问题仍然存在，我们将提供一个满意的解决方案。谢谢！
我发送您所要求的照片。我本打算附上一些有问题的视频，但是我无法上传。,"尊敬的客户，感谢您提供的信息。请放心，收到后我们可以为您提供一份新的替换产品。请确认您的送货地址如下所示，以便我们可以为您生成一张免费退货标签，并指导您如何将有问题的产品退回给我们。谢谢，并期待您的回复。

收件人：Ana Belen Rodriguez Quevedo
地址：Avenida Gaspar Garcia Laviana 18 Bajo Centro
城市：Gijon
省份：Asturias
邮编：33210
国家：Spain
联系电话：690693957

请通过电子邮件将视频发送给我们，并提供您的订单号（亚马逊会删除电子邮件地址，因此我们将通过附加屏幕截图发送给您）。谢谢！"
我的手机不再充电了，我希望能修复这个故障。,尊敬的客户，对于给您带来的不便我们深感抱歉。1. 请尝试关闭您的手机并重新启动。有时候，手机在重新启动后会正常充电。2. 您尝试过使用另一根充电线和充电器吗？请检查手机是否可以充电。3. 当手机连接到电源适配器时，屏幕上是否显示充电信号？谢谢。
"我已经多次重新启动了它，并尝试更换充电线和充电器，但仍无法充电。虽然有充电信号，出现了充电符号，但百分比没有增加。
我需要将它送修。","亲爱的客户，对于任何不便我们深感抱歉。请不要担心，我们可以为您提供维修服务。请向我们提供以下信息：
1. 您手机的IMEI号码。您可以在<设置-通用-关于本机>中找到它，并拍摄这一页的照片发送给我们。
2. 设备的照片，以保护您免受任何争议，包括开启和关闭状态的屏幕照片以及背面照片。请仔细确认手机是否遭受过摔落/挤压/进水或类似损坏。
3. 您的收货地址、收件人和联系电话，以便我们为您生成免费退货标签，并指导您如何退回有问题的产品。

谢谢并期待您的回复。

此致"
后置摄像头被刮伤和撞击了。,亲爱的客户，对于任何不便我们深感抱歉。请发送照片以展示问题。请仔细确认手机是否遭受过摔落/挤压/进水或类似的损坏。谢谢，期待您的回复。此致
"刀刃被刮伤了
前面的刀刃也被刮伤了",尊敬的客户，我们对给您带来的不便表示歉意。在这种情况下，您是否愿意以20欧元的商业姿态保留手机？还是选择退还手机以进行更换？期待您的回复！
我不确定在发送给我的电话之前是否有可能看到它，以免它与我现在的手机一样糟糕，如果没有可能的话，我更喜欢这个，因为我已经亲自看过并支付了20欧元的费用。,"亲爱的客户，我们无法保证其他手机会比这个更好，所以我们将退还给您20美元，以便您继续使用这部手机。谢谢，祝您有愉快的一天。

亲爱的客户，我们已经通过亚马逊进行了20欧元的商业姿态。这笔钱将在72个工作小时内存入您用于购买的信用卡。问候。"
iPhone的屏幕有时候会出现奇怪的问题，有时候不工作，有时候会变得疯狂。而且电池是以88%的电量发货的，现在只剩下70%了。,尊敬的客户，对于给您带来的不便我们深感抱歉。您能否给我们发送一张电池状态的截图？我们建议您尝试强制重置设备。这个操作可能会使您的设备恢复正常功能。如果问题仍然存在，我们将提供一个满意的解决方案。谢谢！
你好，早上好。这里是电池的百分比，唯一的问题是屏幕的一部分不工作，所以无法发送，因为这条消息最多只能发送10MB。,尊敬的客户，对于任何不便我们深感抱歉，请放心，我们可以为您提供维修服务，请您发送以下信息给我们：1. 设备的照片，以保护您免受任何争议，包括设备开启和关闭的屏幕照片以及背面照片。请仔细确认手机是否遭受了摔落/压力/进水或类似损坏。2. 请确认以下地址是否正确，以便我们为您提供免费退货标签。期待尽快收到您的回复！Antonio Fernandez bermejoCalle Rio Molino 21 3 izquierda31591 Corella622193555
下午好，附上所要求的照片。手机没有摔过也没有进水，也没有受到任何压力。你们提供的地址是正确的。,"尊敬的客户，附上免费送货标签。请仔细遵循以下说明，如果不遵循，我们将不得不退还设备。

1. 如果您的设备有锁屏密码，请将其关闭或将其写在纸上并放入包装盒中。
2. 解除您的iCloud账户。如果退回的手机上有连接的iCloud账户，将会延缓我们的支持流程。
3. 备份您的数据并取出SIM卡。
4. 然后可以打包产品。请使用足够坚固的包装，并将所有收到的配件一起归还。请小心包装产品以防止可能发生的争议。
5. 在包裹上打印送货标签。
6. 您可以将包裹交付至以下地址：
西班牙科雷利亚塔哈达斯街2831591号
如果这个地址不方便您，可以查看物流公司网站以获取附近转运点列表。

一旦我们收到退回的产品并满足要求，我们将在最多48个工作小时内发送修复后的产品给您。

再次对我们给您带来的不便表示歉意，并感谢您的理解。期待您的回复！尊敬地问候！"
