"question","answer"
"Caro Seller di Amazon,Questo è il team del servizio clienti Amazon. Un cliente ci ha contattato per alcune domande su un acquisto effettuato presso di te. Ecco una descrizione del problema:Prodotto: B07N9N4VZ9Numero dordine: 402-0917282-7549945Richiesta di reso: noMotivo del contatto: allinterno della scatola la cliente ci comunica che manca il carica batteria diversamente da quanto indicato dalla descrizione, il vado è presente ma manca lo spinotto, la cliente preferirebbe ricevere il caricabatteria o un rimborso parziale in modo da poter procedere in autonomia allacquisto, in attesa di una vostra risposta vi auguro una buona giornata e buon lavoroRispondi a questa richiesta entro 48 ore.Grazie,Servizio clienti Amazon","Gentile cliente, Ci scusiamo per linconveniente causato. In questo caso, ti offriamo un rimborso di 15 euro per il caricabatterie. Grazie per aver espresso la tua opinione."
"Caro Seller di Amazon,Questo è il team del servizio clienti Amazon. Un cliente ci ha contattato per alcune domande su un acquisto effettuato presso di te. Ecco una descrizione del problema:Prodotto: B08D37NY59Numero dordine: 405-6165700-5921918Richiesta di reso: noMotivo del contatto: gentile venditore, il cliente ha ricevuto il telefono ma è privo del caricabatteria. chiede di poterlo ricevere. Rispondi a questa richiesta entro 48 ore.Grazie,Servizio clienti Amazon","Gentile cliente, Ci scusiamo per linconveniente causato. In questo caso, ti offriamo un rimborso di 15 euro per il caricabatterie. Grazie per aver espresso la tua opinione. Grazie !"
"Ok grazie","Gentile Cliente,Grazie , ti rimborseremo 15 euro oggi . Buona giornata 🌷"
"Si. Pago 95 euro per la riparazione. GrazieIl gio 25 mag 2023, 02:57 ECOMMUNITY - Marketplace Amazon <[indirizzo e-mail eliminato]> ha scritto:> [image: Amazon]>>> * Hai ricevuto un messaggio dal venditore Amazon ECOMMUNITY *> Visualizza questo messaggio su Amazon>> Numero ordine: 402-5277250-7410754> Conteggio Nome del prodotto e ASIN> 1 [image: product image] Apple iPhone 11 Pro (64 GB) - Grigio siderale> (Ricondizionato)> ASIN: B082DK7PK2>> Salve, ieri abbiamo ricevuto il prodotto restituito. Dopo la verifica, il nostro staff tecnico conferma che lo schermo del telefono era imploso allinterno (vedi relazione e foto allegate). È stato ovviamente causato dalluomo durante luso. Un normale problema di qualità dello schermo non è così. Il problema di visualizzazione del telefono è dovuto alla caduta o allimpatto. E anche alcune crepe del telefono in un cerchio rosso possono mostrare che il telefono ha un oggetto pesante caduto sul telefono. A volte una caduta o un impatto sul telefono non ha causato crepe sullo schermo, ma può causare danni allinterno del dispositivo e questi malfunzionamenti possono verificarsi a breve o lungo termine, semplicemente perché la struttura stessa del telefono è indebolito. Il che ha fatto sì che fosse fuori garanzia. Le linee su uno schermo. Sono dovuti alla distruzione per impatto dei pixel del pannello LCD. Data questa situazione, questo telefono è fuori garanzia e non possiamo più fornirlo. Puoi scegliere tra le seguenti due soluzioni: 1. Ti restituiamo il telefono e tu ti rechi presso lofficina di riparazione locale per la riparazione. 2. Puoi pagarci una certa tassa di riparazione (95 euro) e noi ripareremo il telefono e te lo invieremo. Distinti saluti>> Visualizza questo messaggio su Amazon> Questo messaggio è stato utile?> Sì>> attività sospetta> [image: Amazon]> [image: facebook]> twitter]> pinterest]> instagram]>> Copyright 2023 Amazon, Inc. o i suoi affiliati. Tutti i diritti riservati.> Amazon.com, 410 Terry Avenue North, Seattle, WA 98109-5210>> Nota informativa: Al fine di facilitare la risoluzione di controversie e> garantire affidabilità e sicurezza, tutti i messaggi che acquirenti e> venditori si scambiano tramite Amazon.it (incluso questo messaggio),> vengono conservati per due anni. Per proteggere acquirenti e venditori da> possibili frodi è stata implementata una tecnologia di filtraggio. I> messaggi che non superano tale filtro non saranno trasmessi.>> Il nostro obiettivo è quello di garantire acquisti sicuri su Amazon.it.> Ulteriori informazioni su Shopping online sicuro> e sulla nostra garanzia acquisti sicuri.> [commMgrTok:A00774693EX80QVBSE2T4]>Ho scritto a mobile ler il pagamento però non ho ricevuto ancora nessuna risposta ","Gentile Cliente,Ci sono novità?"
"No. Nessuna novita","Gentile Cliente,Se non desideri una riparazione.Cè unaltra soluzione:Possiamo offrirti un rimborso parziale detraendo 95 euro per il danno.Per favore dicci la tua opinione."
"Buenos días quería que me manden el teléfono de vuelta por qué el teléfonolo utilizaba mi hijo y no sabe la cuenta de iCloud graciasEl mié, 17 may 2023, 8:04, ECOMMUNITY - Amazon Marketplace <[dirección de correo electrónico eliminada]> escribió:> [image: Amazon]>>> * Has recibido un mensaje del vendedor de Amazon. ECOMMUNITY *> Ver este mensaje en Amazon>> Número de pedido 402-7578427-0977969> Cantidad Nombre del producto y ASIN> 1 [image: product image] Apple iPhone X 256GB Gris Espacial> (Reacondicionado)> ASIN: B07989K4FZ> Informar de actividad sospechosa> [image: Amazon]> [image: facebook]> twitter]> pinterest]> instagram]>> Derechos de autor 2023 Amazon, Inc. o sus afiliados. Todos los derechos> reservados. Amazon.com, 410 Terry Avenue North, Seattle, WA 98109-5210>> Nota informativa: A fin de poder mediar en posibles disputas y preservar> la seguridad y confianza de los usuarios, conservaremos por dos años todos> los mensajes que tanto compradores como vendedores envíen a través de> Amazon.es. Esto incluye tu respuesta al mensaje anterior. Amazon.es utiliza> tecnología de filtro para proteger a los compradores y vendedores de> posibles fraudes. Los mensajes que no pasan estos filtros no se envían.>> Queremos que compres con confianza en todo momento mientras buscas> productos en Amazon.es. Más información sobre la compra segura en línea> y nuestra garantía de compra segura .> [commMgrTok:A02070131NWDYN4BWZKZT]>","Ok, le devolveremos el teléfono lo antes posible. ¡El número de seguimiento se le ofrecerá muy pronto!Estimado cliente, Su teléfono le ha sido devuelto. El número de seguimiento es CB749328864FR (Transportista: Colissimo). Será enviado dentro de las 24 horas hábiles. Elimine iCloud y háganoslo saber. Gracias y que tengas un buen día 🌷"
"Puoi fornirmi una fattura per il mio ordine n. 408-4053893-8385123?Gentile ecommunity fatto ordine per iphone 11 pro max 256gb come nuovo spero che vada tutto bene come al solito siete i miei preferiti saluti dal vostro affezionato cliente 🌹Vorrei etichette gratuita per spedizione reso grazie mille saluti ","Gentile Cliente,Vi preghiamo di inviarci le foto del dispositivo per proteggervi da eventuali contestazioni, foto schermo acceso e spento e cover posteriore prima della spedizione. Poiché il telefono non ha problemi di qualità. Al momento del rimborso dedurremo 10 euro di spese di spedizione.Si prega di trovare letichetta di spedizione gratuita allegata.Si prega di seguire attentamente queste istruzioni e, se queste istruzioni non vengono seguite, dovremo restituirvi il dispositivo.1. Disabilita CODE LOCK se il tuo dispositivo ne ha uno o scrivilo su un pezzo di carta e mettilo nella scatola.2. SCOLLEGARE il tuo account ICLOUD. Se è presente un account iCloud connesso al telefono restituito, questo rallenterà il processo di supporto. Se non riesci a uscire dallaccount iCloud, faccelo sapere.3. Salva i tuoi dati e rimuovi la scheda SIM.4. Quindi puoi imballare il prodotto. Utilizzare un imballaggio sufficientemente RESISTENTE e tutti gli accessori ricevuti devono essere restituiti insieme. Si prega di imballare accuratamente il prodotto per proteggersi da eventuali controversie.5. Stampa letichetta di spedizione sul pacco.6. Puoi consegnare il pacco al seguente indirizzo: VIA PISANA 5250018 SCANDICCI Italy.Se questo indirizzo non ti soddisfa, puoi controllare il sito Web del corriere per un elenco di punti di consegna nelle vicinanze.Una volta ricevuto il prodotto restituito e che soddisfa i requisiti, ti rimborseremo entro 48 ore lavorative.Ci scusiamo ancora per il disagio causato da noi e vi ringraziamo per la vostra comprensione.Aspettando una risposta!"
"Estimado cliente,
Envíenos las fotos del dispositivo para protegerlo de cualquier disputa, la pantalla de fotos encendida y apagada y la contraportada antes del envío. Busque la etiqueta de envío gratis adjunta.
Siga estas instrucciones cuidadosamente y, si no las sigue, tendremos que devolverle el dispositivo.
1. Desactive CODE LOCK si su dispositivo tiene uno o escríbalo en una hoja de papel y póngalo en la caja.
2. DESVINCULA tu cuenta ICLOUD. Si hay una cuenta de iCloud iniciada en el teléfono devuelto, ralentizará su proceso de soporte. Si no puede cerrar sesión en la cuenta de iCloud, háganoslo saber.
3. Guarda tus datos y retira la tarjeta SIM.
4. Luego puede empacar el producto. Utilice un embalaje suficientemente FUERTE y todos los accesorios recibidos deben devolverse juntos. Empaque el producto con cuidado para protegerse de cualquier disputa.
5. Imprima la etiqueta de envío en el paquete.
6. Puede entregar el paquete en la siguiente dirección: AVENIDA REYES CATOLICOS 4
09240 BRIVIESCA Spain.
Si esta dirección no le conviene, puede consultar el sitio web del transportista para obtener una lista de puntos de entrega cercanos.
Una vez que recibamos su producto devuelto y cumpla con los requisitos, le enviaremos el reemplazo dentro de las 48 horas hábiles.
Pedimos disculpas nuevamente por las molestias ocasionadas por nosotros y gracias por su comprensión.
¡Esperando una respuesta! De acuerdo y gracias Buenos días me consta que el terminal les ha llegado hoy parece que han sido muy lentos en la entrega les pido disculpas espero sus noticias gracias","Estimado cliente, ¡Gracias por su mensaje! Verificaremos con nuestro almacén y nos pondremos en contacto con usted pronto. Que tengas un buen día 🌷"
"Muy bien gracias","Estimado cliente,Hola, ayer recibimos el producto devuelto. Después de la verificación, nuestro personal técnico confirma que su teléfono se golpeó o se cayó, y que la cámara trasera se rompió (ver foto adjunta). Estas marcas obviamente son causadas por fuertes golpes o caídas sobre superficies duras, como mesas, suelo, etc. La cámara en un círculo rojo donde cayó un objeto pesado sobre el teléfono o el lugar fue aplastado y agrietado. A veces, una caída o un golpe en el teléfono no causan grietas u otros daños evidentes en la pantalla, pero pueden causar daños en el interior del dispositivo, y estas fallas pueden ocurrir a corto o largo plazo, simplemente porque la misma estructura del teléfono es debilitado Lo que hizo que estuviera fuera de garantía. Puede elegir entre las siguientes dos soluciones: 1. Le devolvemos el teléfono y usted va a su taller de reparación local para que lo arreglen. 2. Le reembolsaremos pero descontaremos 95 euros por la cámara dañada. Atentamente"
"Buenos días.El teléfono les ha llegado exactamente como ustedes me lo enviaron les aseguro que en mi posesión no sufrió ningún tipo de los daños que ustedes sugieren.El daño en la cámara pensé que era un arañazo comprensible en un producto reacondicionado.Por lo tanto el error es de su servicio de reparación o verificación.Por lo cual entenderán que ninguna de las opciones que me dan sean de mi agrado.Les instó a que me den otras en la mayor brevedad posible posible o me veré en obligación de acudir a otros métodos.Espero su respuesta y gracias de antemanoEstoy esperando su contestación.Por favor respondan lo antes posible gracias ","Estimado cliente,¡Gracias por tu respuesta! Pero no estamos de acuerdo con tu opinión. El teléfono que le enviamos estaba en excelentes condiciones. No hay forma de que la cámara se rompiera. No la reclamaste cuando recibiste el teléfono y no nos enviaste las fotos del teléfono antes del envío. Los paquetes que enviaste están intactos, mira adjunto. Está fuera de garantía. También podemos devolvérselo sin el servicio posventa. Pero queremos hacer todo lo posible. Le ofreceremos un reembolso parcial."
"Buenos días.Desde mi punto de vista su forma de actuar es la siguiente:Ustedes me envían un teléfono defectuoso.Yo se lo devuelvo.Y ustedes me dan dos opciones.1qedarme un terminal defectuoso 2 hacer un reembolso pero descontando 95 euros Eso señores podríamos calificar como un CHANTAJE.Tipificado como un DELITO.segun las leyes europeas.Corríjanme si me equivoco o DEMUESTRENLO.Ustedes sabían perfectamente lo que enviaban.No me acusen a mi de intentar engañarles a ustedesLes mando las instrucciones proporcionadas por ECOMUNITY en las que no meindica que les mandé fotosEl mar, 23 may 2023 3:52, ECOMMUNITY - Amazon Marketplace <[dirección de correo electrónico eliminada]> escribió:> [image: Amazon]>>> * Has recibido un mensaje del vendedor de Amazon. ECOMMUNITY *> Ver este mensaje en Amazon>> Número de pedido 404-9017660-9862702> Cantidad Nombre del producto y ASIN> 1 [image: product image] Apple iPhone 12 mini, 64GB, Negro -> (Reacondicionado)> ASIN: B08PCF2P4R>> Estimado Juan:>> Gracias por comprar con nosotros. El vendedor de Amazon ECOMMUNITY quiere> realizar un seguimiento de tu reciente devolución.>> *Mensaje del vendedor ECOMMUNITY:*>> Estimado cliente,> ¡Lamentamos las molestias! ¡Le enviaremos la etiqueta de devolución en el> próximo correo electrónico! ¡Que tenga un lindo día!>> Responde a este correo electrónico para enviar un mensaje al vendedor> ECOMMUNITY.>> Puedes consultar las políticas de devolución de Amazon aquí> Si no estás satisfecho con la experiencia de devolución, ponte en> contacto con nosotros> Si el vendedor se ha puesto en contacto contigo de forma inapropiada,> infórmanos de ese mensaje.>> Esperamos volver a verte pronto.> Ver este mensaje en Amazon> ¿fue útil este mensaje?> Sí>> de actividad sospechosa> [image: Amazon]> [image: facebook]> twitter]> pinterest]> instagram]>> Derechos de autor 2023 Amazon, Inc. o sus afiliados. Todos los derechos> reservados. Amazon.com, 410 Terry Avenue North, Seattle, WA 98109-5210>> Nota informativa: A fin de poder mediar en posibles disputas y preservar> la seguridad y confianza de los usuarios, conservaremos por dos años todos> los mensajes que tanto compradores como vendedores envíen a través de> Amazon.es. Esto incluye tu respuesta al mensaje anterior. Amazon.es utiliza> tecnología de filtro para proteger a los compradores y vendedores de> posibles fraudes. Los mensajes que no pasan estos filtros no se envían.>> Queremos que compres con confianza en todo momento mientras buscas> productos en Amazon.es. Más información sobre la compra segura en línea> y nuestra garantía de compra segura .> [commMgrTok:A01464421AU06AVF49MJW]>","Estimado cliente, lo entendemos totalmente. Creemos en ti, por lo que hemos reembolsado íntegramente este pedido a través de Amazon. Recibirá su pago dentro de las 72 horas hábiles. Pedimos disculpas por las molestias causadas. Siempre damos la bienvenida a su próxima compra.saludable"
"Ok, así lo haré.me podrían decir si me reembolsarán el móvil o lo arreglaran, gracias ","Estimado cliente,Una vez que recibamos su producto devuelto y cumpla con los requisitos, le reembolsaremos. Que tengas un buen día 🌷Estimado cliente, hemos recibido su teléfono, pero iCloud de IMEI 353239101078530 todavía está conectado (ver adjunto), elimínelo para que podamos arreglarlo. Gracias y espero su respuesta 🌷Y sabemos que su teléfono no se puede encender. Así que tal vez no puedas desactivar tu cuenta de iCloud en tu teléfono. Siga las instrucciones para cerrar sesión en su cuenta de iCloud con una computadora portátil o de escritorio. No necesita tener un teléfono, solo necesita usar una computadora o computadora portátil. 1. Vaya a la página: https://www.icloud.com/https://sellercentral-europe.amazon.com/nms/redirect/eb2805bd-130a-32a2-beb0-71f316030339?nt=BBC_MESSAGE_CONFIRMATION_TO_MERCHANT&sk=e8RPJwDGDixnuBhzId6i4WzwmfHmYhJ7TLV83-pMFwKZyxjXsvdc0A_7sr40BFulsdEW5Mor7uxHO5h18Y2Z5w&n=1&u=aHR0cHM6Ly93d3cuaWNsb3VkLmNvbS8 e inicie sesión en la cuenta de iCloud a la que estaba conectado su dispositivo. 2. Si la autenticación de dos factores está habilitada, debería recibir un código de verificación en sus dispositivos de confianza. De lo contrario, inserte la tarjeta SIM en un nuevo dispositivo y haga clic en ""¿No recibió un código?"" luego ""Envíame un SMS"". 3. Haga clic en ""Buscar"". Si no ve la aplicación ""Buscar"", significa que no ha iniciado sesión en la cuenta de iCloud correcta; verifique que en realidad sea la ID de Apple utilizada para su dispositivo. 4. Haga clic en ""Todos mis dispositivos"" en la parte superior de la ventana. Si no ve ""Todos mis dispositivos"", significa que ya seleccionó un dispositivo. Haga clic en el nombre del dispositivo actual en el centro de la barra de herramientas para acceder a la lista de Dispositivos, luego seleccione otro dispositivo. 5. Seleccione el dispositivo Apple que desea desconectar, debe estar fuera de línea (con un punto gris a la izquierda). Un dispositivo se considera fuera de línea si está apagado o desconectado de cualquier red de Internet. 6. Haga clic en ""Eliminar de la cuenta"". Si no ve el botón ""Eliminar de la cuenta"", asegúrese de desconectar el dispositivo (apagarlo). 7. Apple le pide que confirme la eliminación del dispositivo. Haga clic en ""Eliminar"". Finalmente, Apple te pide que ingreses la contraseña para validar la eliminación. Introduzca su contraseña y haga clic en ""Eliminar"". De esta manera, cerrará sesión con éxito en su cuenta de iCloud en el dispositivo. Muchas gracias por su apoyo."
"Bonjour Nous avons bien reçu votre message  Nous sommes d’accord pour que vous réalisiez la réparation du téléphone pour la somme de 90 eurosQuelles sont les garanties de votre réparation par la suite ?Merci de votre réponse et vous nous tenez informer de la démarche à suivre pour la suite Très bien je vous envoie le numéro sur ladresse mailBonjour Je ne peux pas faire le virement paypal Possibilité de virement ou paiement d’une autre façon ?Merci pour votre réponse ","Cher client,Merci pour votre réponse ! Mais nous ne pouvons accepter que Paypal. Dans ce cas, pourriez-vous demander de laide à un ami ou à votre famille ?Cher client,Nous voulons réparer votre téléphone. Mais lécran est verrouillé. Veuillez nous offrir le code de déverrouillage, afin que nous puissions le réparer dès que possible. Merci et en attente de votre réponse🌷"
"Bonjour Voici le code de déverrouillage 256254Excusez nous du dérangement A bientôt Merci ","Cher client,Ok, nous allons le vérifier et vous proposer une solution dès que possible. Merci !Cher client, Le téléphone a été réparé avec succès et vous a été renvoyé. Le numéro de suivi est le 6C15891712543 (Transporteur : Colissimo). Il sera expédié dans les 24 heures ouvrables. Merci et bonne journée 🌷"
"Bonjour,Ci-joint le retour effectue ce jour a la poste de Pierrelatte 26700, avec le justificatif de dépôt.Avec les photo    Pour info commande pour un iPhone 12 normal passer hier  N° DE COMMANDE 406-9635006-6091553Merci de votre rapidité de remboursement Cordialementavec les photo ","Gentile cliente, Grazie per le informazioni! Seguiremo il pacco e ti faremo sapere non appena lo riceveremo. Arrivederci ! Cordialmente🌷Cher client, Merci pour vos informations ! Nous suivrons le colis et vous informerons dès que nous le recevrons. À bientôt ! Chaleureusement🌷Cher client,Jespère que tu vas bien aujourdhui ! Selon la logistique, le colis a été livré. Nous vérifierons auprès de notre entrepôt et vous proposerons une solution dans les 48 heures ouvrables. À très bientôt!"
"Bonjour, Merci de faire le nécessaire rapidement. Bonne journée ","Cher client,Ok, nous vous rembourserons aujourdhui. Merci !"
"bonjour comment je peut payer les 95€Envoyé à partir de Outlook pour iOS<[link removed]>________________________________De : ECOMMUNITY - Marketplace dAmazon.fr <[adresse électronique supprimée]>Envoyé : Friday, May 26, 2023 3:22:07 AMÀ : [adresse électronique supprimée] <[adresse électronique supprimée]>Objet : Suivez votre retour pour la commande Amazon 408-1125690-1675518Vous avez reçu un message de la part du vendeur Amazon — ECOMMUNITYNuméro de la commande: 408-1125690-1675518Total   Nom du produit et ASIN1       [product image]         Apple iPhone 11 Pro 64Go Vert Nuit (Reconditionné)ASIN: B082DK1HPHCher client,Bonjour, nous avons reçu le produit retourné hier. Après vérification, notre équipe technique confirme que votre téléphone a été cogné ou tombé, et que lécran a été cassé (voir photo jointe). Ces marques sont évidemment causées par de fortes bosses ou des chutes sur des surfaces dures, telles que des tables, de la saleté, etc. Lécran dans un cercle rouge où un objet lourd est tombé sur le téléphone ou lendroit a été écrasé et fissuré. Parfois une chute ou un choc sur le téléphone peut provoquer des dommages à lintérieur de lappareil, et ces dysfonctionnements peuvent arriver à court ou à plus long terme, tout simplement, car la structure même du téléphone est fragilisée. Ce qui la fait sortir de la garantie. Vous pouvez choisir entre les deux solutions suivantes : 1. Nous vous rendons le téléphone et vous vous rendez chez votre réparateur local pour réparation. 2. Vous pouvez nous payer des frais de réparation (95 euros) et nous réparerons le téléphone et vous lenverrons. ChaleureusementCe message était-il utile?Droits dauteur 2023 Amazon, Inc. ou ses filiales. Tous droits réservés. Amazon Services Europe S.à r.l.5 Rue PlaetisL-2338 LuxembourgEnregistré au Luxembourg sous la référence B-93815Capital Social 12.500 EURNuméro d’autorisation détablissement: 100416Numéro d’identification à TVA luxembourgeoise : LU 19647148Important : Lorsque vous répondez à ce message, Amazon.fr remplace votre adresse électronique par une adresse fournie par Amazon.fr, ce afin de protéger votre identité, et transmet ce message de votre part. Amazon.fr filtre tous les messages avant de les transmettre au vendeur pour identifier des fraudes potentielles. Les messages bloqués par ce filtre ne sont pas transmis. Amazon.fr garde une copie de tous les courriels envoyés et reçus par le biais de ce service, y compris ce message, qui pourront être utilisés en particulier dans le cadre de demande de Garantie A à Z. En utilisant ce service, vous acceptez ces conditions.[commMgrTok:A03458933NYP9G1GAUFYH]Cher client,
Bonjour, nous avons reçu le produit retourné hier. Après vérification, notre équipe technique confirme que votre téléphone a été cogné ou tombé, et que l'écran a été cassé (voir photo jointe). Ces marques sont évidemment causées par de fortes bosses ou des chutes sur des surfaces dures, telles que des tables, de la saleté, etc. L'écran dans un cercle rouge où un objet lourd est tombé sur le téléphone ou l'endroit a été écrasé et fissuré. Parfois une chute ou un choc sur le téléphone peut provoquer des dommages à l'intérieur de l'appareil, et ces dysfonctionnements peuvent arriver à court ou à plus long terme, tout simplement, car la structure même du téléphone est fragilisée. Ce qui l'a fait sortir de la garantie. Vous pouvez choisir entre les deux solutions suivantes : 1. Nous vous rendons le téléphone et vous vous rendez chez votre réparateur local pour réparation. 2. Vous pouvez nous payer des frais de réparation (95 euros) et nous réparerons le téléphone et vous l'enverrons. Chaleureusement ","Cher client,Après vérification, nous avons reçu votre paiement et réparerons le téléphone dès que possible. A bientôt !Cher client,Nous avons réparé votre téléphone et aimerions le tester. Mais il existe un code de déverrouillage décran à 4 chiffres. Pourriez-vous nous le proposer pour test ?"
"Caro Seller di Amazon,Questo è il team del servizio clienti Amazon. Un cliente ci ha contattato per alcune domande su un acquisto effettuato presso di te. Ecco una descrizione del problema:Prodotto: B07989K4FZNumero dordine: 405-6998723-2792314Richiesta di reso: sìMotivo del contatto: Larticolo sembra perfetto, ma non funzionaRispondi a questa richiesta entro 48 ore.Grazie,Servizio clienti Amazon","Gentile Cliente,Inviaci il telefono con letichetta di reso che ti abbiamo fornito ieri, vedi allegato. Fornisci le foto del telefono e rimuovi gli icloud prima di inviarlo. E sappiamo che lo schermo del telefono non funziona correttamente. Quindi forse non puoi disattivare il tuo account iCloud sul tuo telefono. Segui le istruzioni per uscire dal tuo account iCloud con un laptop o un computer. Non è necessario disporre di un telefono, è sufficiente utilizzare un computer o un laptop. 1. Vai alla pagina: https://www.icloud.com/https://sellercentral-europe.amazon.com/nms/redirect/79c6a18f-c3a3-3f5f-8bb1-1dc20ff84992?nt=BBC_MESSAGE_CONFIRMATION_TO_MERCHANT&sk=M33KkN_YSZwaQCJh_jFe14xp-KNCbIHqX0Wc5wr5OQY92_rgdF1j0HxM-SRlB4HOCBGBetDr99-QrvhT5TwQ-w&n=1&u=aHR0cHM6Ly93d3cuaWNsb3VkLmNvbS8 e accedi allaccount iCloud a cui era connesso il tuo dispositivo. 2. Se lautenticazione a due fattori è abilitata, dovresti ricevere un codice di verifica sui tuoi dispositivi attendibili. In caso contrario, inserisci la scheda SIM in un nuovo dispositivo e fai clic su ""Non hai ricevuto un codice?"" quindi ""Inviami un SMS"". 3. Fai clic su ""Cerca"" Se non vedi lapp ""Cerca"", significa che non hai effettuato laccesso allaccount iCloud corretto; verifica che sia effettivamente lID Apple utilizzato per il tuo dispositivo. 4. Fai clic su ""Tutti i miei dispositivi"" nella parte superiore della finestra. Se non vedi ""Tutti i miei dispositivi"", significa che hai già selezionato un dispositivo. Fare clic sul nome del dispositivo corrente al centro della barra degli strumenti per accedere allelenco Dispositivi, quindi selezionare un altro dispositivo. 5. Selezionare il dispositivo Apple che si desidera disconnettere, dovrebbe essere offline (con un punto grigio a sinistra). Un dispositivo è considerato offline se è spento o disconnesso da qualsiasi rete Internet. 6. Fai clic su ""Rimuovi dallaccount"". Se non vedi il pulsante ""Rimuovi dallaccount"", assicurati di disconnettere il dispositivo (spegnilo). 7. Apple ti chiede di confermare la rimozione del dispositivo. Fare clic su ""Elimina"". Infine, Apple ti chiede di inserire la password per convalidare leliminazione. Inserisci la tua password e clicca su ""Elimina"". In questo modo, uscirai correttamente dal tuo account iCloud sul dispositivo. Grazie mille per il vostro sostegno."
"Salve, oggi stavo usando il mio iphone comprato da voi come faccio ogni giorno, stavo chattando con la batteria del telefonino al 40% quando allimprovviso il telefonino si è spento, alla riaccensione la batteria era all1%, mi è uscita una notifica di allerta sulla batteria, mi dice che non è possibile determinare se la batteria di iphone è originale Apple, se provo a collegare il telefono sotto carica la percentuale della batteria rimane all1%Ma facendo così il telefono mi verrà sostituito? Siccome non ho un altro telefono, posso portare il telefono a riparare qui da un laboratorio specializzato e mandarvi la fattura?Se devo mandare il telefono a voi, aspettare che lo ripariate e che mi ritorni passa troppo tempo, non posso restare senza telefono","Gentile cliente, grazie per la risposta. Possiamo rimborsare il costo della riparazione fino ad un massimo di 50 euro. Ma dobbiamo ricordarti che dopo che il tuo telefono è stato riparato da terzi, non offriremo alcuna garanzia per il telefono. Se sei daccordo, inviaci il numero IMEI del tuo telefono. Puoi trovarlo in <Impostazioni - Generale - Informazioni> e scattare una foto di questa pagina e inviarcela. Una volta ottenute le informazioni, rimborseremo tramite Amazon. Distinti saluti"
"Buongiorno, ma rimborserete tramite Amazon nel senso che mi farete un buono Amazon o nel senso che mi arriverà il credito sulla carta di credito così da poter pagare la riparazione?Buonasera, sono stato ad un laboratorio di riparazione, mi hanno riparato il telefono, mi hanno detto che la batteria all’interno non era originale ed era danneggiata, invio in allegato le foto","Gentile cliente, grazie per la risposta. Rimborseremo 50 euro sulla tua carta tramite Amazon. Inviaci il numero IMEI del tuo telefono. Puoi trovarlo in <Impostazioni - Generale - Informazioni> e scattare una foto di questa pagina e inviarcela. Una volta ottenute le informazioni, rimborseremo tramite Amazon. Distinti saluti"
"Buongiorno, invio in allegato la foto da coi richiesta, S/N telefono C39ZNF2GN6XT, numero modello MWCN2LL/A, l’IBAN su cui dovete fare l’accredito, la riparazione mi è venuta 60€, non so se è possibile avere il rimborso completo, vi ringrazio per la vostra disponibilità e cortesia","Gentile cliente, grazie per la risposta. Ma la pagina che hai inviato non mostrava il numero IMEI. Inizia come 35...., invia di nuovo. Grazie e buona giornata🌷"
"Buongiorno, invio ulteriori foto, mi confermate che queste sono corrette?","Gentile cliente, grazie per linformazione, ti rimborseremo 60 euro oggi stesso. Buona giornata 🌷"
"Grazie mille, vi ringrazio per la vostra disponibilità, vi auguro una buona giornata ","Gentile cliente, ti abbiamo rimborsato 60 euro tramite Amazon. Riceverai il denaro entro 72 ore lavorative.Ti auguro una buona giornata!"
"Grazie mille, buona giornata anche a voi ","🌷"
"Buongiorno, volevo una informazione, il rimborso di 60€ che mi avete fatto lo avete effettuato sull’iban che vi ho inviato nelle conversazioni precedenti o come credito Amazon? ","Gentile cliente, abbiamo rimborsato 60 euro sulla tua carta tramite Amazon (vedi allegato). Puoi verificare con la tua banca. Grazie e buona giornata🌷"
"Buongiorno, quindi il rimborso è stato fatto tramite Amazon, allora mi è arrivato ma c’è un problema, io il telefono l’ho acquistato tramite linea finanziaria cofidis, pago mensilmente a rate il telefono, voi mi avete fatto un rimborso di 60€ sul totale del telefono, a me è arrivata una mail di cofidis che mi avvisa del rimborso che mi avete fatto sul orale del telefonino e che hanno provveduto a fare un rimodulamento delle rate rimborsandomi solo 15€ sull’importo dell’ultima rata che ho pagato, quindi delle 60€ che mi avete rimborsato io ho avuto solo 15€, per questo nelle mail precedenti vi avevo chiesto di mandarlo sulla mia carta personale","Gentile cliente, ma in effetti abbiamo rimborsato 60 euro sulla tua carta tramite Amazon. E possiamo rimborsare solo tramite Amazon. Puoi controllare con la tua banca per i dettagli. Grazie e buona giornata🌷"
"Buongiorno, potete dirmi gentilmente le ultime cifre della carta sulla quale avete effettuato il rimborso?","Gentile cliente, possiamo rimborsare solo tramite Amazon e non possiamo vedere i dati della tua carta. Contatta direttamente Amazon, ti diranno le informazioni. Grazie e buona giornata🌷"
